InvoiceId,TrackId,Track_Name
67,2154,Untitled
67,2160,Nothingman
67,2166,World Wide Suicide
67,2172,Big Wave
67,2178,Can't Keep
68,2187,Green Disease
68,2196,Why Go
68,2205,Animal
68,2214,Leash
68,2223,Wanted Dread And Alive
68,2232,The Great Gig In The Sky
68,2241,Bossa
68,2250,Nega Do Cabelo Duro
68,2259,You're My Best Friend
68,2268,Seven Seas Of Rhye
68,2277,"Get Down, Make Love"
68,2286,Get Up
68,2295,Untitled
68,2304,Be Mine
69,2318,Carnival Of Sorts
70,2319,Radio Free Aurope
70,2320,Perfect Circle
71,2322,So Central Rain
71,2324,Pretty Persuasion
72,2326,Can't Get There From Here
72,2328,Fall On Me
72,2330,Cuyahoga
72,2332,The Finest Worksong
73,2336,Papeau Nuky Doe
73,2340,Esporrei Na Manivela
73,2344,Maluco Beleza
73,2348,As Profecias
73,2352,Que Luz É Essa
73,2356,Século XXI
74,2362,Suck My Kiss
74,2368,Under The Bridge
74,2374,They're Red Hot
74,2380,The Zephyr Song
74,2386,Tear
74,2392,Parallel Universe
74,2398,Porcelain
74,2404,Right On Time
74,2410,Xanadu
75,2419,Finding My Way
75,2428,Evil Ways
75,2437,It's Only Love
75,2446,So Beautiful
75,2455,Maquinarama
75,2464,Garota Nacional
75,2473,Aeroplane Flies High
75,2482,Saturnine
75,2491,Cherub Rock
75,2500,Ava Adore
75,2509,Hands All Over
75,2518,Pretty Noose
75,2527,Starburst
75,2536,Leave My Girl Alone
76,2550,Plush
77,2551,Wet My Bed
77,2552,Crackerman
78,2554,Soldier Side - Intro
78,2556,Revenga
79,2558,Radio/Video
79,2560,Violent Pornography
79,2562,Sad Statue
79,2564,Lost in Hollywood
80,2568,Black Light Syndrome
80,2572,Midnight From The Inside Out
80,2576,Sometimes Salvation
80,2580,Girl From A Pawnshop
80,2584,Title Song
80,2588,Soul Singing
81,2594,Clash City Rockers
81,2600,Train In Vain
81,2606,Know Your Rights
81,2612,Take The Power
81,2618,Speed Of Light
81,2624,Spirit Walker
81,2630,Edie (Ciao Baby)
81,2636,Sun King
81,2642,Twentienth Century Fox
82,2651,Can't Stand Losing You
82,2660,King Of Pain
82,2669,Get Off Of My Cloud
82,2678,Gimmie Shelters
82,2687,Thief In The Night
82,2696,Out Of Tears
82,2705,Walking Wounded
82,2714,Heaven Coming Down
82,2723,Gyroscope
82,2732,"Anyway, Anyhow, Anywhere"
82,2741,Pinball Wizard
82,2750,You Better You Bet
82,2759,Música No Ar
82,2768,Você
83,2782,Go Back
84,2783,Prá Dizer Adeus
84,2784,Família
85,2786,O Pulso
85,2788,Nem 5 Minutos Guardados
86,2790,Palavras
86,2792,A Melhor Forma
86,2794,32 Dentes
86,2796,Não Vou Lutar
87,2800,Querem Meu Sangue
87,2804,Lugar Nenhum
87,2808,Domingo
87,2812,Era Uma Vez
87,2816,Toda Cor
87,2820,Occupation / Precipice
88,2826,Hero
88,2832,The Woman King
88,2838,"Crossroads, Pt. 2"
88,2844,Better Halves
88,2850,The Fix
88,2856,Parasite
88,2862,The Glass Ballerina
88,2868,Walkabout
88,2874,I Do
89,2883,Solitary
89,2892,Fire + Water
89,2901,Homecoming
89,2910,Dave
89,2919,Born to Run
89,2928,One
89,2937,Love Is Blindness
89,2946,When I Look At The World
89,2955,Everlasting Love
89,2964,Vertigo
89,2973,Original Of The Species
89,2982,Miami
89,2991,All Along The Watchtower
89,3000,God Part II
90,3014,Desire
91,3015,When Love Comes To Town
91,3016,Angel Of Harlem
92,3018,Sunday Bloody Sunday
92,3020,New Year's Day
93,3022,Drowning Man
93,3024,Two Hearts Beat As One
93,3026,Surrender
93,3028,Zooropa
94,3032,"Stay (Faraway, So Close!)"
94,3036,Dirty Day
94,3040,I Would Do For You
94,3044,Wear You To The Ball
94,3048,C'est La Vie
94,3052,Where Have All The Good Times Gone?
95,3058,Dancing In The Street
95,3064,Eruption
95,3070,Jump
95,3076,Right Now
95,3082,Eruption
95,3088,Feel Your Love Tonight
95,3094,One I Want
95,3100,Year to the Day
95,3106,Big Machine
96,3115,Dirty Little Thing
96,3124,So Por Amor
96,3133,Here I Go Again
96,3142,The Deeper The Love
96,3151,Seu Balancê
96,3160,Sapopemba e Maxambomba
96,3169,The Man Behind the Curtain
96,3178,The Dundies
96,3187,Christmas Party
96,3196,Michael's Birthday
96,3205,Diwali
96,3214,Phyllis's Wedding
96,3223,How to Stop an Exploding Man
96,3232,The Long Patrol
97,3246,Baltar's Escape
98,3247,Experiment In Terra
98,3248,Take the Celestra
99,3250,Pilot
99,3252,"Through the Looking Glass, Pt. 1"
100,3254,#9 Dream
100,3256,Give Peace a Chance
100,3258,Whatever Gets You Thru the Night
100,3260,Gimme Some Truth
101,3264,Jealous Guy
101,3268,Beautiful Boy
101,3272,Gimme Some Truth
101,3276,Sympton of the Universe
101,3280,War Pigs
101,3284,Never Say Die
102,3290,The Zoo
102,3296,I Can't Explain
102,3302,Put Your Head Out
102,3308,"Danny Boy, Danny Boy"
102,3314,One For The Road
102,3320,Chapa o Coco
102,3326,Todo o Carnaval tem seu Fim
102,3332,Funk de Bamba
102,3338,The Beginning of the End
103,3347,Meet Kevin Johnson
103,3356,Muita Bobeira
103,3365,Say Hello 2 Heaven
103,3374,All Night Thing
103,3383,Scar On the Sky
103,3392,Until We Fall
103,3401,Show Me How to Live (Live at the Quart Festival)
103,3410,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound"
103,3419,"Requiem, Op.48: 4. Pie Jesu"
103,3428,Branch Closing
103,3437,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto"
103,3446,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat"
103,3455,Rehab
103,3464,He Can Only Hold Her
104,3478,Slowness
105,3479,"Prometheus Overture, Op. 43"
105,3480,Sonata for Solo Violin: IV: Presto
106,3482,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II"
106,3484,Adios nonino
107,3486,"Act IV, Symphony"
107,3488,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts"""
107,3490,"Partita in E Major, BWV 1006A: I. Prelude"
107,3492,Sing Joyfully
108,3496,"Étude 1, In C Major - Preludio (Presto) - Liszt"
108,3500,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai"
108,1,For Those About To Rock (We Salute You)
108,5,Princess of the Dawn
108,9,Snowballed
108,13,Night Of The Long Knives
109,19,Problem Child
109,25,Rag Doll
109,31,Blind Man
109,37,Livin' On The Edge
109,43,Forgiven
109,49,Wake Up
109,55,I Can't Remember
109,61,I Know Somethin (Bout You)
109,67,Ligia
110,76,"Canta, Canta Mais"
110,85,Cochise
110,94,Hypnotize
110,103,Drown Me Slowly
110,112,Long Tall Sally
110,121,Good Golly Miss Molly
110,130,Do what cha wanna
110,139,A.N.D.R.O.T.A.Z.
110,148,The Beginning...At Last
110,157,Tomorrow's Dream
110,166,Smoked Pork
110,175,Voodoo
110,184,Chemical Wedding
110,193,Realword
111,207,Meditação
112,208,Terra
112,209,Eclipse Oculto
113,211,Bem Devagar
113,213,Saudosismo
114,215,Sozinho
114,217,Mel
114,219,Odara
114,221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
115,225,Sozinho (Caêdrum 'n' Bass)
115,229,Samba De Orly
115,233,O Que Será (À Flor Da Terra)
115,237,Minha Historia
115,241,Geni E O Zepelim
115,245,Construção / Deus Lhe Pague
116,251,Um Passeio No Mundo Livre
116,257,Manguetown
116,263,Criança De Domingo
116,269,Banditismo Por Uma Questa
116,275,Da Lama Ao Caos
116,281,Computadores Fazem Arte
116,287,Extra
116,293,Onde Você Mora?
116,299,Onde Você Mora?
117,308,Na Frente Da TV
117,317,Amor Demais
117,326,"Tapa Aqui, Descobre Ali"
117,335,My Love
117,344,Travelling Riverside Blues
117,353,Sam With The Showing Scalp Flat Top
117,362,Gavioes 2001
117,371,Morro Da Casa Verde 2001
117,380,Samba da Bençaco
117,389,Maria Fumaça
117,398,Only A Dream In Rio
117,407,Só Tinha De Ser Com Você
117,416,Whiskey In The Jar
117,425,It's A Hard Life
118,439,Sure Know Something
119,440,Love Gun
119,441,Deuce
120,443,Shock Me
120,445,She
121,447,Shout It Out Loud
121,449,Calling Dr. Love
121,451,Strutter
121,453,Cold Gin
122,457,De La Luz
122,461,Surrender
122,465,When Evening Falls
122,469,Poprocks And Coke
122,473,When I Come Around
122,477,Brain Stew
123,483,Redundant
123,489,Into The Light
123,495,Cry For Love
123,501,Grito De Alerta
123,507,Lindo Lago Do Amor
123,513,Ponto De Interrogação
123,519,Voce Nao Entende Nada - Cotidiano
123,525,O Leaozinho
123,531,Top Top
124,540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll"
124,549,You Fool No One
124,558,Viradouro
124,567,Tradição
124,576,Maria Maria
124,585,Entre E Ouça
124,594,Agora Que O Dia Acordou
124,603,Bye Bye Blackbird
124,612,Nefertiti
124,621,Going Down / Highway Star
124,630,Boogie Blues
124,639,Don't Take Your Love From Me
124,648,Onde Anda Você
124,657,Deixa
125,671,As Rosas Não Falam (Beth Carvalho)
126,672,Wave (Os Cariocas)
126,673,Garota de Ipanema (Dick Farney)
127,675,Susie Q
127,677,Proud Mary
128,679,Lodi
128,681,Commotion
128,683,Fortunate Son
128,685,Who'll Stop The Rain
129,689,Long As I Can See The Light
129,693,Sweet Hitch-Hiker
129,697,Born On The Bayou
129,701,Night Time Is The Right Time
129,705,The Midnight Special
129,709,(Wish I Could) Hideaway
130,715,Gatas Extraordinárias
130,721,"Você Passa, Eu Acho Graça (Ao Vivo)"
130,727,Não Sei O Que Eu Quero Da Vida
130,733,E.C.T.
130,739,Eleanor Rigby
130,745,Comin' Home
130,751,Love Child
130,757,Flight Of The Rat
130,763,Strange Kind Of Woman
131,772,Black Night
131,781,Pictures Of Home
131,790,Cascades : I'm Not Your Lover
131,799,The Cut Runs Deep
131,808,Love Don't Mean a Thing
131,817,Lick It Up
131,826,Pour Some Sugar On Me
131,835,Action
131,844,Groovus Interruptus
131,853,Cigano
131,862,Acelerou
131,871,Azul
131,880,"Dois Pra Lá, Dois Pra Cá"
131,889,Maria Rosa
132,903,Lay Down Sally
133,904,Knockin On Heavens Door
133,905,Wonderful Tonight
134,907,Promises
134,909,Signe
135,911,Hey Hey
135,913,Lonely Stranger
135,915,Layla
135,917,Walkin' Blues
136,921,Old Love
136,925,Last Cup Of Sorrow
136,929,Ashes To Ashes
136,933,Home Sick Home
136,937,Midlife Crisis
136,941,Malpractice
137,947,Midnight Cowboy
137,953,Star A.D.
137,959,King For A Day
137,965,Epic
137,971,The Morning After
137,977,Xote Dos Milagres
137,983,Principiando/Decolagem
137,989,In Your Honor
137,995,Free Me
138,1004,Over And Out
138,1013,Disenchanted Lullaby
138,1022,"Hey, Johnny Park!"
138,1031,Walking After You
138,1040,Summer Love
138,1049,Come Fly With Me
138,1058,Nervosa
138,1067,Meu Guarda-Chuva
138,1076,Juazeiro
138,1085,Lamento Sertanejo
138,1094,Estrela (Live)
138,1103,Lamento De Carnaval
138,1112,Beira Mar
138,1121,Straight Out Of Line
139,1135,Holiday
140,1136,Boulevard Of Broken Dreams
140,1137,Are We The Waiting
141,1139,Give Me Novacaine
141,1141,Extraordinary Girl
142,1143,Wake Me Up When September Ends
142,1145,Whatsername
142,1147,It's So Easy
142,1149,Out Ta Get Me
143,1153,Think About You
143,1157,Rocket Queen
143,1161,Don't Cry (Original)
143,1165,Back off Bitch
143,1169,Garden of Eden
143,1173,Coma
144,1179,Shotgun Blues
144,1185,You Could Be Mine
144,1191,Deep Waters
144,1197,Thinking 'Bout Tomorrow
144,1203,Brighter Than a Thousand Suns
144,1209,Lord of Light
144,1215,Transylvania
144,1221,2 Minutes To Midnight
144,1227,Wasting Love
145,1236,Ghost Of The Navigator
145,1245,Wildest Dreams
145,1254,Age Of Innocence
145,1263,Chains Of Misery
145,1272,05 - Phantom of the Opera
145,1281,Genghis Khan
145,1290,The Trooper
145,1299,Running Free
145,1308,From Here To Eternity
145,1317,Heaven Can Wait
145,1326,Holy Smoke
145,1335,Where Eagles Dare
145,1344,Aces High
145,1353,The Wicker Man
146,1367,The Number Of The Beast
147,1368,Hallowed Be Thy Name
147,1369,Sanctuary
148,1371,Moonchild
148,1373,Can I Play With Madness
149,1375,Seventh Son of a Seventh Son
149,1377,The Clairvoyant
149,1379,Caught Somewhere in Time
149,1381,Sea of Madness
150,1385,De Ja Vu
150,1389,Gangland
150,1393,The Number Of The Beast
150,1397,Man On The Edge
150,1401,Judgement Of Heaven
150,1405,The Unbeliever
151,1411,The Educated Fool
151,1417,Out Of Sight
151,1423,Get Up (I Feel Like Being A) Sex Machine
151,1429,It's Too Funky In Here
151,1435,Too Young To Die
151,1441,Blow Your Mind
151,1447,Soul Education
151,1453,King For A Day
151,1459,Manifest Destiny
152,1468,Rollover D.J.
152,1477,Lazy Gun
152,1486,Fire
152,1495,Highway Chile
152,1504,Midnight
152,1513,Charles Anjo 45
152,1522,Vou Pra Ai
152,1531,Onibusfobia
152,1540,Papelão
152,1549,Hot Rockin'
152,1558,Ram It Down
152,1567,Sure Know Something
152,1576,Rock And Roll All Nite
152,1585,Whole Lotta Love (Medley)
153,1599,Dancing Days
154,1600,D'Yer Mak'er
154,1601,No Quarter
155,1603,In The Evening
155,1605,Fool In The Rain
156,1607,Carouselambra
156,1609,I'm Gonna Crawl
156,1611,Rock & Roll
156,1613,Stairway To Heaven
157,1617,When The Levee Breaks
157,1621,Dazed and Confused
157,1625,I Can't Quit You Baby
157,1629,The Lemon Song
157,1633,Ramble On
157,1637,Friends
158,1643,That's The Way
158,1649,Ten Years Gone
158,1655,Achilles Last Stand
158,1661,Tea For One
158,1667,No Quarter
158,1673,Música De Trabalho
158,1679,Dezesseis
158,1685,O Livro Dos Dias
158,1691,Indios
159,1700,Dezesseis
159,1709,American Woman
159,1718,Honolulu
159,1727,Brumário
159,1736,Tudo Bem
159,1745,Pseudo Silk Kimono
159,1754,White Feather
159,1763,De Noite Na Cama
159,1772,O Xote Das Meninas
159,1781,Seek And You Shall Find
159,1790,Heavy Love Affair
159,1799,Shakes and Ladders
159,1808,Nothing Else Matters
159,1817,Last Caress/Green Hell
160,1831,Motorbreath
161,1832,Jump In The Fire
161,1833,(Anesthesia) Pulling Teeth
162,1835,Phantom Lord
162,1837,Seek & Destroy
163,1839,Ain't My Bitch
163,1841,The House Jack Built
163,1843,King Nothing
163,1845,Bleeding Me
164,1849,Mama Said
164,1853,Battery
164,1857,Disposable Heroes
164,1861,Fuel
164,1865,Better Than You
164,1869,Where The Wild Things Are
165,1875,Ride The Lightning
165,1881,The Call Of Ktulu
165,1887,My World
165,1893,Blackened
165,1899,The Frayed Ends Of Sanity
165,1905,My Ship
165,1911,I Don't Wanna Be Kissed (By Anyone But You)
165,1917,A Noite Do Meu Bem
165,1923,Brasil
166,1932,Saudade Dos Aviões Da Panair (Conversando No Bar)
166,1941,Caso Você Queira Saber
166,1950,Dance
166,1959,Aos Leões
166,1968,Demorou!
166,1977,Home Sweet Home
166,1986,Intro
166,1995,Scentless Apprentice
166,2004,In Bloom
166,2013,On A Plain
166,2022,Mundaréu
166,2031,Nossa Gente (Avisa Là)
166,2040,Revolta Olodum
166,2049,Vai Valer
167,2063,Nebulosa Do Amor
168,2064,Caleidoscópio
168,2065,Trac Trac
169,2067,Mensagen De Amor (2000)
169,2069,La Bella Luna
170,2071,Uma Brasileira
170,2073,Saber Amar
170,2075,O Amor Nao Sabe Esperar
170,2077,Caleidoscópio
171,2081,Lanterna Dos Afogados
171,2085,Meu Erro
171,2089,Selvagem
171,2093,Bark at the Moon
171,2097,"Mama, I'm Coming Home"
171,2101,Believer
172,2107,Iron Man
172,2113,Shining In The Light
172,2119,Heart In Your Hand
172,2125,United Colours
172,2131,Miss Sarajevo
172,2137,Theme From The Swan
172,2143,Women In Uniform
172,2149,Corduroy
172,2155,MFC
173,2164,F*Ckin' Up
173,2173,Gone
173,2182,Ghost
173,2191,Arc
173,2200,Porch
173,2209,W.M.A.
173,2218,Jah Seh No
173,2227,Crystal Ball
173,2236,Brain Damage
173,2245,O Bicho Tá Pregando
173,2254,Bohemian Rhapsody
173,2263,Somebody To Love
173,2272,We Are The Champions
173,2281,My Melancholy Blues
174,2295,Untitled
175,2296,How The West Was Won And Where It Got Us
175,2297,The Wake-Up Bomb
176,2299,Undertow
176,2301,Leave
177,2303,Bittersweet Me
177,2305,Binky The Doormat
177,2307,"So Fast, So Numb"
177,2309,Electrolite
178,2313,Endgame
178,2317,Country Feedback
178,2321,Talk About The Passion
178,2325,Green Grow The Rushes
178,2329,I Believe
178,2333,It's The End Of The World As We Know It (And I Feel Fine)
179,2339,Puteiro Em João Pessoa
179,2345,O Dia Em Que A Terra Parou
179,2351,Todo Mundo Explica
179,2357,Rock Das Aranhas (Ao Vivo) (Live)
179,2363,I Could Have Lied
179,2369,Naked In The Rain
179,2375,By The Way
179,2381,Can't Stop
179,2387,On Mercury
180,2396,Californication
180,2405,Road Trippin'
180,2414,Closer To The Heart
180,2423,Persuasion
180,2432,Funky Piano
180,2441,Stars
180,2450,Três Lados
180,2459,Ali
180,2468,Um Dia Qualquer
180,2477,My Mistake
180,2486,Soot & Stars
180,2495,Bullet With Butterfly Wings
180,2504,Real Love
180,2513,Rusty Cage
181,2527,Starburst
182,2528,Heliopolis
182,2529,It Doesn't Matter
183,2531,End Of Romanticism
183,2533,Crossfire
184,2535,Let Me Love You Baby
184,2537,Travis Walk
184,2539,Scratch-N-Sniff
184,2541,Riviera Paradise
185,2545,No Memory
185,2549,Piece Of Pie
185,2553,Where The River Goes
185,2557,Cigaro
185,2561,Question!
185,2565,The Sun Road
186,2571,Chaos-Control
186,2577,Cursed Diamonds
186,2583,High Head Blues
186,2589,Hard To Handle
186,2595,(White Man) In Hammersmith Palais
186,2601,Bankrobber
186,2607,Rock The Casbah
186,2613,Breathe
186,2619,True Believers
